categorie,details,adresse,chambres,superficie,prix,image_lien
Appartements meublés,"Studio meublé,","Sacré-cœur, Dakar",1 chambre,180 m²,1 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cde28c86a687dd09ba8d98f0f7651f9c/-/horizon-files-prod/ed/picture/q8vmmx66/976cc46834842de7bde0a7b23cfe9816d83ba0ca.jpg
Appartements meublés,Studio meublé à Mariste,"Hann maristes, Dakar",1 chambre,50 m²,15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99ead49b7adc0af5c81cc505a5358650/-/horizon-files-prod/ed/picture/q040qne/01daba69fa35ab10ac32ce50b5ac5e0219257419.jpg
Appartements meublés,Studio 1 chambre et 1salon,"Mamelles, Dakar",2 chambre,60 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7476610d5df790c4a6a4e2e4f9ba2fb0/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q785zv9g/9e18b9334382bc476f2a9f3b7c6fbedb6d949500.jpg
Appartements meublés,Fann Mermoz appartement meublé de type F3 à louer,"Mermoz, Dakar",2 chambre,150 m²,900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b919e8579d47b991ef648d758ff54c5c/-/horizon-files-prod/ed/picture/q8vm0xwz/60d8060f94993cbcfb107374a976ea5ce6b7388f.jpg
Appartements meublés,Appartement meublé Chic et lumineux à Sacre Coeur 2,"Sacré-cœur, Dakar",2 chambre,75 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/55095c0c9fdc57767252482dc038d83c/-/horizon-files-prod/ed/picture/q78w472g/6ce30a7e152f5a544172d168262a479f08215c78.jpg
Appartements meublés,Dakar plateau des appartements propres et sécurisé,"Plateau, Dakar",1 chambre,,10 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0c6801b5183f3e42019045bf296e6e9/-/horizon-files-prod/ed/picture/q0gkk5dg/90867c462bbfd2d6f9a93916bfb7dc8fcf84b1fb.jpg
Appartements meublés,Appartement meublé plateau Dakar,"Plateau, Dakar",2 chambre,,1 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/13d53a0efa988303964a83863f2502b5/-/horizon-files-prod/ed/picture/q2jkk58v/36ba5540a72451df590afe7d0f1ebe8523a29e07.jpg
Appartements meublés,Mini studio liberté 6 brt,"Liberte 6, Dakar",1 chambre,70 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/55a776dad7ad95863de730f04fa00c31/-/horizon-files-prod/ed/picture/qgqw457k/be37644c3d67c036b87ee03b4cc11c3b12a27bbc.jpg
Appartements meublés,Apparemment meublé à louer longue durée fan résidence,"Fann, Dakar",3 chambre,200 m²,2 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/368ef09872cc69cb421fef0c0ebd4573/-/horizon-files-prod/ed/picture/qm5g56xj/b5bf1187042bd6ab62852a0bbc7bc34d71d862de.jpg
Appartements meublés,Mini studio à louer à Ouakam,"Ouakam, Dakar",1 chambre,,17 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/41857dd5e329729fcdddedd4a1ceb4f4/-/horizon-files-prod/ed/picture/qxj27em8/1be4361ef74d51aae7aaadc3935a86c5a92c0b53.jpg
Appartements meublés,Appartement Meublé à louer Dakar plateau,"Plateau, Dakar",2 chambre,60 m²,900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d95bc836aec54ed5bc90038302349ec3/-/horizon-files-prod/ed/picture/qng99n9g/1b7f41b9a81e243e25dedda17e00277ab04eae4e.jpg
Appartements meublés,3 chambres salon meublé à pikine,"Pikine, Dakar",3 chambre,150 m²,550 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9258e5e5c6bc6ebb20544bbf3cae0d27/-/horizon-files-prod/ed/picture/qq42j8e4/fef19f5be0f1b5f76d97aa86ad5713342b1b33c7.jpg
Appartements meublés,"Splendide Studio Meublé à Keur Massar, Dakar","Keur Massar, Dakar",1 chambre,39 m²,17 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fe65e8401468e5bc115695f8fde11a9e/-/horizon-files-prod/ed/picture/q9mj90nv/f6a63273eba054bb1ec645ea9121b3d0efb45022.jpg
Appartements meublés,Studio meublé à liberté 6,"Liberte 6, Dakar",2 chambre,120 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4750b462d29188f5d2a597e47dd8162f/-/horizon-files-prod/ed/picture/q4exkj5/85a56e09f0aa1e13e5f83d380d2b4aa42dd965af.jpg
Appartements meublés,Appartement Meublé à Louer à Dakar à Mermoz,"Mermoz, Dakar",2 chambre,170 m²,1 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1bfff01c97b4467bab708625fa915f89/-/horizon-files-prod/ed/picture/qxj8jp9w/10b5ee5c5d18f06beff85f8ece75e77277da69ac.jpg
Appartements meublés,La Résidence GABOU,"Kedougou, Kedougou",2 chambre,180 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/417fc1a288f0c8372964b8289e83ded3/-/horizon-files-prod/ed/picture/q0gkkzp6/8d4e13428bd78fde182db1bca1d5c29aae2b5323.jpg
Appartements meublés,Appartement meublé entièrement équipé à louer aux mamelles,"Mamelles, Dakar",2 chambre,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/038859594b2a88e3ea4befeaf7dff070/-/horizon-files-prod/ed/picture/qj4r294r/fb9161f50d7bde474a31adf6aaf4df4473eec4a3.jpg
Appartements meublés,Très spacieux appartement avec un grand jardin,"Almadies, Dakar",2 chambre,100 m²,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e6c6cf4ea0710bc5354e0988b7b2ec5/-/horizon-files-prod/ed/picture/qv4458nk/4d3baced20b11458a6780312c7c428b958ba3dc3.jpg
Appartements meublés,Appartement entier F3 climatisé spacieux et confortable,"Guediawaye, Dakar",3 chambre,,18 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30744f20c52ad65d59478d3adb3546c4/-/horizon-files-prod/ed/picture/q0gw99m8/897a8c9ea2fe3a2e44c5210d436c759313070db6.jpg
Appartements meublés,Studios meublés à louer à Cité Keur Gorgui,"Mermoz, Dakar",1 chambre,,31 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b5a562161c0bbf5121bd357138429ac3/-/horizon-files-prod/ed/picture/qr4zvdg/98c2c83cb1561e71c156b9bed3e89c78b25da0db.jpg
Appartements meublés,Dakar plateau 4Rue Sergent Malamine,"Plateau, Dakar",1 chambre,,10 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d6152a86943b144c7eb4fefd2b3e758/-/horizon-files-prod/ed/picture/q0gkk5dx/a8e1260fd0b62b20e445914fcd7eb108c0b36fc6.jpg
Appartements meublés,Appartement meublé Dakar plateau,"Plateau, Dakar",1 chambre,,10 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/39e4575b96986e6c152820782d25d964/-/horizon-files-prod/ed/picture/qq4zzg5z/3f3fbbdc81fddd9e1140a5eb90d1363beba3fafc.jpg
Appartements meublés,POINT E : TRÈS LUMINEUX F4 A SAISIR,"Point-e, Dakar",3 chambre,160 m²,,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67979bb98f9a20b7865e1bd84ffa3d5f/-/horizon-files-prod/ed/picture/qq4zdggz/af138118711a85a3e9a61ab4d90d43296f4760dc.jpg
Appartements meublés,Très joli apt F3 Ouakam cornich,"Ouakam, Dakar",2 chambre,120 m²,800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/334c313cb44674df968f850544b59bdd/-/horizon-files-prod/ed/picture/qv4wq6dp/561fe9398f35a663f6f98a55cb6d68f646688c00.jpg
Appartements meublés,Chambre meublée à louer ( Résidence Douce),"Cité biagui, Dakar",,,22 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a09a2c5deb03bc3c5e566ff0f5b5d91c/-/horizon-files-prod/ed/picture/q8v4e6vp/5c782de0ae85c329b23c484d038d96cff47af9f2.jpg
Appartements meublés,Ref_33825_PL F2 meublé à louer au 2eme étage au Plateau,"Plateau, Dakar",1 chambre,,750 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b02a7dc43e14d461671e7fd241273d0/-/horizon-files-prod/ed/picture/qq4zz64p/03a8bc2e52ac386e6e79dc752bbef42335ec20bd.jpg
Appartements meublés,Beau Studio Meublé Ngor-Almadies,"Almadies, Dakar",140 m²,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/08a3b1ed91ef8ad005418463052d17bb/-/horizon-files-prod/ed/picture/q0g2rm4g/fe5568f4bf8b78c662e69e14918c13d5bafe228f.jpg
Appartements meublés,Ref_3306_ GL Appartement meublé à louer à Ouakam,"Ouakam, Dakar",2 chambre,,900 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fbab00b98ce17f92de7fa600831a0b28/-/horizon-files-prod/ed/picture/qm500nmg/bfb8586f673e688723f16968594be90974a05a55.jpg
Appartements meublés,Studio meublé à louer à Ouest Foire,"Yoff, Dakar",1 chambre,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b61a498f5a8ebe29f9045e1b78d5e6e/-/horizon-files-prod/ed/picture/migrated/qd06kgg/3a80e3f353bf1eded096dda1a6e0838d9f0b4bc6.jpg
Appartements meublés,MANGROVE APPARTEMENT MEUBLE DE TYPE F2,"Cité keur gorgui, Dakar",1 chambre,,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc205df03bb68770dabfa5c1bf9a69e4/-/horizon-files-prod/ed/picture/qde97xk0/fad03e2c662d77a4bebd008ee0707fb3be73ff78.jpg
Appartements meublés,Offre Tabaski: Séjournez dans le confort à prix réduit !,"Cité keur gorgui, Dakar",1 chambre,,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3eedb2704e08d278ded1d218593eb2ac/-/horizon-files-prod/ed/picture/qzv88j7v/bb9a888b0ba3fe8be4f869ca151b443ebc2aebfe.jpg
Appartements meublés,Studio meublé,"Ngor, Dakar",1 chambre,65 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99af1ca443af0770bce8eadb1585dd3f/-/horizon-files-prod/ed/picture/qpdmeqxv/74d68526d2753376db6c58c7bc93ad72bdf94670.jpg
Appartements meublés,CHAMBRES MEUBLEES,"Hann maristes, Dakar",4 chambre,4 m²,15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fdbaf27f8bb655b2ca2f0a2dcc3276a4/-/horizon-files-prod/ed/picture/qm50gwnd/91bdfa534bbba734fcd94ccf0dde9a702dbb5f9d.jpg
Appartements meublés,Mini studio au virage,"Virage, Dakar",1 chambre,100 m²,17 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03ad6c530c6a26b1dcaa228cb171a1ec/-/horizon-files-prod/ed/picture/qxj86v4j/6a7b5a59e61e200d037c0ce0dc01cb9b1a9a030a.jpg
Appartements meublés,Appartement entièrement meublé à louer au virage,"Almadies, Dakar",,,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2fa25fc9db480ad0820de7095dfc03a/-/horizon-files-prod/ed/picture/q9m96kx0/0339d5dbb86a91f85ab123cdda268905e3180f42.jpg
Appartements meublés,Appartement haut standing à louer,"Almadies, Dakar",,,150 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/74e6e4fb216f81cb8538d1b66c195308/-/horizon-files-prod/ed/picture/qm5gqxeq/d0f926db3ad016f5b5489afa59d273507859ddff.jpg
Appartements meublés,Mini Appartement 2 chambres salon au virage avec vu sur mer,"Almadies, Dakar",2 chambre,,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c59db5cbf39c2f5b00874fc8bbe6690f/-/horizon-files-prod/ed/picture/qj4rwv86/d9bbc0934fb85e5c113b001ce37f240bb5c25cd1.jpg
Appartements meublés,Mini Studio meublé à louer au mois,"Mamelles, Dakar",1 chambre,46 m²,330 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/05743bd780e3065b254836a23f9f13a9/-/horizon-files-prod/ed/picture/qzv88pmd/ef5303b3d7f57d075cb5bf1af38a12cbe76ed949.jpg
Appartements meublés,Le studio meublé à louer à Amitié 2,"Amitié, Dakar",,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea7deeb1cb257fde4d33b3fc014a65f5/-/horizon-files-prod/ed/picture/q2jkk72e/51d675b11cc5099739aa0d6e24c8212b1c066b23.jpg
Appartements meublés,APPARTEMENTS MEUBLES A DAKAR (SACRE COEUR 2),"Sacré-cœur, Dakar",,,15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d007b6ea1ee4f9af2d75ee25fc14369c/-/horizon-files-prod/ed/picture/q56p67ng/19d4ebab256dd510b847a4a4ad9b7a071f60a170.jpg
Appartements meublés,Daisy House,"Almadies, Dakar",1 chambre,,32 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f228495046f0e47ed0e55a6306727aa/-/horizon-files-prod/ed/picture/qenvg6n6/67e115811f2b9351ac528b3504553a8738a43f7b.jpg
Appartements meublés,2 CHAMBRE SALON VDN,"VDN, Dakar",2 chambre,,50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/280e1e25bbffdb642efe4564fa58641a/-/horizon-files-prod/ed/picture/qwer2jnm/d515fced11718a204f40476f23f2c5aafc4e7133.jpg
Appartements meublés,El Classimo,"Yoff, Dakar",2 chambre,80 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f5aafbdde35947faa6b08c484703a13/-/horizon-files-prod/ed/picture/q2jkr50q/b6a615b9d26a4eb4ae838831011ff53b0ed4f8da.jpg
Appartements meublés,Studio Meublé à louer à Zac Mbao,"Zac Mbao, Dakar",,,135 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f999a507712099579dde11ef38f77a1d/-/horizon-files-prod/ed/picture/q6xqqdq6/be3f18c89f98752ec6c7e564e2a268b4706aaa99.jpg
Appartements meublés,Magnifique Studio avec vue sur mer aux Almadies,"Almadies, Dakar",1 chambre,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03b0c9d2720f90a57a275d204463e5a0/-/horizon-files-prod/ed/picture/q6xd0q6j/70048d36119e5e732a178e3b8cf71ee85643dc88.jpg
Appartements meublés,Beau Studio meublé à louer à Liberté 6,"Liberte 6, Dakar",1 chambre,,22 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35756f7314dc9fe29611d056044be91c/-/horizon-files-prod/ed/picture/qwep686g/1b22ec2dbb2204da3affd051af9d2619ea2fff53.jpg
Appartements meublés,"studio à la cité cocerson, Sonatel","Zac Mbao, Dakar",1 chambre,80 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/087a7133324a22ed9e3fdc7539b14e8a/-/horizon-files-prod/ed/picture/q9mjq0q8/14230b8318ee2bcef735bde2fd249f24e7105acf.jpg
Appartements meublés,F2 meublé à louer,"Fenêtre mermoz, Dakar",1 chambre,,1 200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ec7b5b80387eb6e33aff11047561610d/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q6xdg87v/277ed47650f04eb3150164ed92c4ab49826ea053.jpg
Appartements meublés,Ref_3305_PL Villa meublé à louer à Ngaparou – Côté plage,"Ngaparou, Thiès",4 chambre,,1 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e85196f0ccbf93e8b6ae77bdc0bc262/-/horizon-files-prod/ed/picture/q8vmmzzn/cc74c1c5f63806ffc61d6cdb135371f0e9166ae8.jpg
Appartements meublés,Appartement à louer à Ngor,"Ngor, Dakar",,,45 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4a84f032fd8a4922e531a3823bfd572/-/horizon-files-prod/ed/picture/qwerrzzk/7e0f123f142f58a16ea73e37f6af4cf737c1285f.jpg
Appartements meublés,Charmant F4 à louer - Almadies,"Almadies, Dakar",3 chambre,,2 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e40ee8b9bbc383a35c742312253e95f/-/horizon-files-prod/ed/picture/qwerp8jz/0959b85dc46b12cd15fd9c20e3e1357bc92cd05a.jpg
Appartements meublés,LOCATION STUDIO NON MEUBLÉ HAUT STANDING A SALY,"Saly Portudal, Thiès",1 chambre,47 m²,200 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/99fb8768ba45dd7b14c452e9cd443f49/-/horizon-files-prod/ed/picture/qkr77r05/5393935fb54530f23a90420c325cf01b6913cb79.jpg
Appartements meublés,Appartements meublés grand standing,"Almadies, Dakar",2 chambre,1 m²,55 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/762d35b2b731b3181fdec7281c64dc51/-/horizon-files-prod/ed/picture/qgqwnqz4/db45004432f067f7d8081df5a483eed025646bf0.jpg
Appartements meublés,Studio meublé à louer à la zone de Captage,"Zone de captage, Dakar",1 chambre,,300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5d6c73de9fa4ff20dae1519d08f7368e/-/horizon-files-prod/ed/picture/qm50p0e6/46bc0509065fec225966dbc40fdde89c6db354c2.jpg
Appartements meublés,Appartement meublé à louer,"Zac Mbao, Dakar",3 chambre,150 m²,30 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad36d1e165b23b9a89fea7c3c857d963/-/horizon-files-prod/ed/picture/q2jqv2g8/df0b70a84a8287b241d2b03a026339c61f2640b8.jpg
Appartements meublés,Studio confortable et propre à Dakar (Sacre coeur 2),"Sacré-cœur, Dakar",1 chambre,75 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9be017e7fd0508276b9dd12b5fce4ff3/-/horizon-files-prod/ed/picture/qzv8pg7q/8f7d430d0f7f580dcf31966e1d4fa5d2c7be2402.jpg
Appartements meublés,Chambre avec balcon à louer (Chez Ouly),"Cité biagui, Dakar",,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7af8138bf987080f1fff153b1ed1ec70/-/horizon-files-prod/ed/picture/qrz8p9qj/767c913d7ffcbf8391a94dfdbb5f726a928cf9aa.jpg
Appartements meublés,Studio meublé à louer Zone B,"Point-e, Dakar",1 chambre,,450 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7ecceea3e591c01233f05be136aef37/-/horizon-files-prod/ed/picture/q8vm4qv6/2eb2e053d22dab7696315a400ba5ceac82f27fdd.jpg
Appartements meublés,Appartement F3 meublé à Ngaparou,"Ngaparou, Thiès",2 chambre,100 m²,300 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0d88d19172a5f76fd45636a9cb3d7acc/-/horizon-files-prod/ed/picture/qkrgx2z8/b17da723c33a20761921febbd00515cf5eaa1bb0.jpg
Appartements meublés,Appartement F3 à la Cité Mixta ( pour minimum 6 mois),"Cite Mixta, Dakar",2 chambre,,400 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/612ddaffc682099c646305ee09f5a6ed/-/horizon-files-prod/ed/picture/q9mkjq4w/32211f3f6ced11c2c460eab555ed4053f77a4166.jpg
Appartements meublés,Appartement meublé,"Point-e, Dakar",1 chambre,,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/585992af1338bb23999284823db0b5ee/-/horizon-files-prod/ed/picture/qpdgdwnp/a9e45c0df98d2455b25d02b0fb7d9acbe7f31855.jpg
Appartements meublés,Appartement de charme,"Ngaparou, Thiès",2 chambre,110 m²,53 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f3b26fb4c8d50776fbee03469c3b9d5c/-/horizon-files-prod/ed/picture/qpdgm4z4/6e8798a79f7b5d764d87c44e2728371dd0fc7bf2.jpg
Appartements meublés,Appartement vue sur mer.,"Ngaparou, Thiès",2 chambre,119 m²,72 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/07fdac75d81041b1819313a2d5471401/-/horizon-files-prod/ed/picture/q0g78np8/b9a03c416550b4123939c818f527c4b210830702.jpg
Appartements meublés,Appartements neufs,"Ngaparou, Thiès",1 chambre,55 m²,37 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/29f354a5606373987b77a63c4980ff0b/-/horizon-files-prod/ed/picture/qgqw4p5e/b9d50ec961d65587198039011d9af7841f56c613.jpg
Appartements meublés,Fenêtre Mermoz corniche 3 chambres meubler à louer,"Fenêtre mermoz, Dakar",3 chambre,200 m²,1 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ed02b24fcbf9c72079959fec157eebd3/-/horizon-files-prod/ed/picture/q8v4008n/482966eed101af00d102980a7acc0cdb9a27f692.jpg
Appartements meublés,studio meublé à louer par jours,"Mermoz, Dakar",1 chambre,90 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/49a45bdb07e3b9639787dbc4e7465b05/-/horizon-files-prod/ed/picture/qrzv5wp9/646f3dea367cb48b483159ce59f91554a126b257.jpg
Appartements meublés,Appartement 3 chambres liberté 6,"Liberte 6 extension, Dakar",3 chambre,100 m²,40 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61fd23bba4f9f6afa517ba62d62b8d13/-/horizon-files-prod/ed/picture/q0gwmggz/c14af40f65c4894f9f6df64a0d2b0b0ac7728b61.jpg
Appartements meublés,Mini Stduio à louer,"Médina, Dakar",1 chambre,1 m²,20 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5820917351798d4801d869285ce57e67/-/horizon-files-prod/ed/picture/qj4q04m5/61f8033f6c9938c27918b0818fe0cba27356ea06.jpg
Appartements meublés,Chambre Meublée,"Ouest foire, Dakar",4 chambre,,15 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c3eafc820b8f0cbacebe3c9cbac7de6/-/horizon-files-prod/ed/picture/q78jw4r8/080daa58cddf3370e15d8dde7f962aadf0408e11.jpg
Appartements meublés,Appartement Meublé à Louer aux Almadies,"Almadies, Dakar",2 chambre,160 m²,1 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f28604835fc7c6768eed1a8eeda3603/-/horizon-files-prod/ed/picture/qgqmw949/e16abdb4cafe3f99cf799927cf7f329a60892f5e.jpg
Appartements meublés,2chambres salon,"Liberte 6, Dakar",2 chambre,125 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4dc141f5a27da2b76a99a0838555a419/-/horizon-files-prod/ed/picture/qm5g0zz2/b4001786624f66c41a858568460b0748219a7ad4.jpg
Appartements meublés,F2 meublé cosy fonctionel,"Ngor, Dakar",1 chambre,100 m²,800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/64f1ed829032dc21a5dd01ef6a40068c/-/horizon-files-prod/ed/picture/qpdgmrjm/f9be1b4946ca1fbffd0254ddb006694244af9da1.jpg
Appartements meublés,"Travail et loisirs, rond point Virage, Almadies","Almadies, Dakar",2 chambre,125 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8003abc175bda9cbf80f46e7ae81ba85/-/horizon-files-prod/ed/picture/q56pwe65/17e26b34ceca970b31e13db7180094388d70652f.jpg
Appartements meublés,Magnifique F4 meublé Almadies,"Almadies, Dakar",3 chambre,250 m²,3 000 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/18d13aaec9aadbae4716aad8754a188d/-/horizon-files-prod/ed/picture/q6xqd8rz/5346efa3548476b31126ace8bbf7a14cc5162b14.jpg
Appartements meublés,Mini studio à scat urbam,"Hlm grand-yoff, Dakar",1 chambre,,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2c634433f715c202fa43adabae2cd510/-/horizon-files-prod/ed/picture/qng9dkn0/0e3ecf7320aaa753350074e7538e65bcc22b3290.jpg
Appartements meublés,STUDIO MEUBLÉ A LOUER AUX MAMELLES DAKAR,"Mamelles, Dakar",1 chambre,50 m²,18 500 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ab7ce3fcaad77a1d19f7e1f53e5f09f/-/horizon-files-prod/ed/picture/qenv6k74/9a31f40f2171adacb6bee00c1fa08f9bbe2afb5c.jpg
Appartements meublés,Appartements meublés F3 à Saly,"Saly, Thiès",2 chambre,90 m²,50 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/199d29a85bdb4c3a08c8284b2a3da23d/-/horizon-files-prod/ed/picture/qpdmzmdq/946da51ac526a217d5d474e15175821af5071cec.jpg
Appartements meublés,F2 & F3 Meublé corniche Mermoz vue sur mer,"Mermoz, Dakar",1 chambre,100 m²,1 800 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a7f54fa0dfa8d0b21738535cabb8a8aa/-/horizon-files-prod/ed/picture/qkr7r9xn/72fd8680883e6f378086d4359d15c31ed11b7f0c.jpg
Appartements meublés,Bel appartement meublé au Point E,"Point-e, Dakar",,,675 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/134ea0bc165ff6743d30919b25a5e420/-/horizon-files-prod/ed/picture/qenrddzd/7f8dbea19abffca5c51c8a7ecde6d7d9c292ce5b.jpg
Appartements meublés,"Très beau studio neuf, style européen","VDN, Dakar",1 chambre,70 m²,35 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/367b8cd5399723190ed28f0c274a8dcb/-/horizon-files-prod/ed/picture/q0gk70wx/845c49ce15092396246aa1e0f50053ae2876252f.jpg
Appartements meublés,Appartement Chic et Moderne Maristes 2,"Hann maristes, Dakar",2 chambre,67 m²,25 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fd8ec53be145fe0b755f986765d0724e/-/horizon-files-prod/ed/picture/qgqw24ge/3cfc667e68026070acf1b805ad5f31e163838eb7.jpg
Appartements meublés,APPARTEMENT MEUBLÉ À LOUER MERMOZ,"Mermoz, Dakar",3 chambre,120 m²,55 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/36e079272ba99832df2fbc0111e890c3/-/horizon-files-prod/ed/picture/q44dxj2r/c2d4a5f4f0a4b7d7697317d6cfcc62c7a74c749b.jpg
Appartements meublés,Très joli studio sur la corniche de Ouakam,"Ouakam, Dakar",1 chambre,70 m²,650 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/38100aa6f35d2e91531bd1e81181cfc6/-/horizon-files-prod/ed/picture/q9mjr6rv/a1990ebb03f2d925252c64eb3647dcd6eccd9de3.jpg
Appartements meublés,Ref_3304_PL Appartement meublé à louer aux Almadies,"Almadies, Dakar",1 chambre,,600 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/93e6ce44075834097559042b39c9eecd/-/horizon-files-prod/ed/picture/qng9pz2g/fbac2191c8cf60f69bd39d3d1d51e59692f2e0f1.jpg
Appartements meublés,3 chambres meublé à louer au Point E,"Point-e, Dakar",3 chambre,,2 500 000 F Cfa,https://i.roamcdn.net/hz/ed/listing-thumb-224w/58f5a29d2604c27a21bfa977fe9b0d66/-/horizon-files-prod/ed/picture/qv4w8qrj/2a1f8721b1a65b7a5547abaeacd2795d55d9f889.jpg
